,$19.99 Crispy Feast,10 pc Grilled Wings,10 pc Grilled Wings Combo,10 pc Mixed Wings,10 pc Mixed Wings Combo,10 pc Spicy Wings,10 pc Spicy Wings Combo,100 pc Family Grilled Wings,100 pc Family Mixed Wings,100 pc Family Spicy Wings,100 pc Grilled Wings,100 pc Mixed Wings,100 pc Spicy Wings,15 pc Crispy Strips,15 pc Grilled Wings,15 pc Grilled Wings Combo,15 pc Mixed Wings,15 pc Mixed Wings Combo,15 pc Spicy Wings,15 pc Spicy Wings Combo,2 pc Crispy Strips,20 Oz Soda,20 pc Crispy Strips,20 pc Grilled Wings,20 pc Mixed Wings,20 pc Spicy Wings,20pc Spicy Feast Deal,24 pc Family Grilled Wings,24 pc Family Mixed Wings,24 pc Family Spicy Wings,25 pc Game Day Pack,3 Strips Lunch,3 pc Crispy Strips Combo,3 pc Grilled Wings,30 pc Crispy Strips,30 pc Family Grilled Wings,30 pc Family Mixed Wings,30 pc Family Spicy Wings,30 pc Grilled Wings,30 pc Mixed Wings,30 pc Spicy Wings,32 Oz Soda,3pc Strips Box,4 pc Crispy Strips,40 pc Family Grilled Wings,40 pc Family Mixed Wings,40 pc Family Spicy Wings,5 pc Crispy Strips Combo,5 pc Grilled Wings,5 pc Spicy Wings,50 pc Family Grilled Wings,50 pc Family Mixed Wings,50 pc Family Spicy Wings,50 pc Grilled Wings,50 pc Mixed Wings,50 pc Spicy Wings,6 pc Grilled Wings Combo,6 pc Mixed Wings Combo,6 pc Spicy Wings Combo,6 pc Strips Meal for 2,7 pc Crispy Strips,75 pc Family Grilled Wings,75 pc Family Mixed Wings,75 pc Family Spicy Wings,75 pc Grilled Wings,75 pc Mixed Wings,75 pc Spicy Wings,8 pc Crispy Strips Combo,8 pc Grilled Wings,8 pc Grilled Wings Combo,8 pc Mixed Wings Combo,8 pc Spicy Wings Combo,8pc Grilled Box,8pc Wings Box,Add 5 Grilled Wings,Add 5 Spicy Wings,Blue Cheese Dip - Large,Blue Cheese Dip - Regular,Bottled Beverage,Bottled Cream Soda,Bottled Root Beer,Bottled Sparkling Water,Bottled Water,Buffalo Fries,Can Soda,Carrot Sticks,Celery Sticks,Cheese Dip - Large,Cheese Dip - Medium,Cheese Dip - Regular,Cheese Fries - Large,Cheese Fries - Regular,Chicken Sub,Chicken Sub Combo,Dipping Sauce,Domestic Draft Lager,Domestic Lager,Domestic Lager Special,Drink Upgrade,Extra Sauce,Flavor Platter,Flavor Platter Grilled,Fried Corn - Large,Fried Corn - Regular,Grilled Lunch Combo,Honey Mustard Dip - Large,Honey Mustard Dip - Regular,Hot Honey Strips 3pc,Large Buffalo Fries,Large Carrot Sticks,Large Celery Sticks,Large Fruit Punch,Large Lemonade,Large Veggie Sticks,Large Veggie Sticks Spicy,Legendary Feast Bundle,Premium Lager,Ranch Dip - Large,Ranch Dip - Regular,Regular Buffalo Fries,Seasoning Pack,Sports Drink,Sub Box,Triple Chocolate Cake,Triple Feast Deal,Veggie Sticks,Veggie Sticks Spicy,Voodoo Fries - Large,Voodoo Fries - Regular,Wings Lunch Combo
20 pc Grilled Wings,0.0,0.6643368599978811,0.10041711352836019,0.44582827275568,0.07576567488909945,0.712490720618052,0.1747922867080277,0.8322738690990927,0.13389591181108088,0.2363696656840097,1.2314514516931525,0.7415773577229094,0.22721730489153116,1.2926424477716518,0.47586909555967133,0.027955070237276204,0.2859472014948507,0.03440054011968434,0.5258457627489722,0.19439702751831,0.7398209702007565,0.6383364546786476,0.7905419968909823,44.98902636852318,0.31777090072849834,2.098402516585721,0.21690843913264696,0.02252697853568066,0.022175736965384187,0.10026207723007392,0.15898622946469773,0.08236396202536789,0.1816804178030599,0.0,0.8285271891072408,0.031280192412384465,0.019744152711543568,0.10019827699002934,0.39298455849870373,0.09871426520794992,0.9106212566158907,1.2379668303684737,0.0,1.1027816069995966,0.04975793125338729,0.019634431059873367,0.15289388740364715,0.2845323118644838,0.0,0.0,0.08173565700917386,0.029807217116954398,0.03786955081525519,0.2050948776161916,0.0,0.766236458831295,0.07784756967427289,0.0528040215592995,0.12643315270939176,0.23460724605515035,1.2043652258732582,0.013567257650338714,0.04968418152238892,0.05171152456152089,0.12359622628715157,0.23310376356747756,0.3878364342114066,0.25545358904904464,0.0,0.06695080245326379,0.05882693047583999,0.1244048075207021,0.40530654386056914,0.6921388672080487,1.0904796369833833,0.8011787630656163,5.703873607162278,3.844668427538678,1.6139561029066607,0.0,0.0,0.0,0.15302389921266385,2.0164526713412956,0.0,3.002458287290432,4.3444338767887185,1.261887324970772,0.9793959392024005,1.499878094901163,3.775367779791532,2.1468715110208714,0.8071920235817845,0.22893210825496157,1.2193658038768993,0.0,0.8651735840100611,0.0,0.0,0.0,0.22144166606742505,0.07498171061420528,1.8111817916051858,1.4229937501856043,0.09737884495351337,2.7432333151538524,1.9953552928520326,0.17131146537516145,4.107850294647683,1.7145208219711574,4.277645130121875,1.1515220850925925,0.0,1.9614881626350547,3.3615174168546096,0.017312349808308047,0.0,3.1711654611828393,2.4539198851256407,3.9071864903191105,1.0302830466074009,0.0,0.0,0.9085500100764184,0.0,4.010673262496714,2.0020467662435624,2.4780439081560606,2.387496857149259,0.027891522857112938
20 pc Mixed Wings,0.0,0.2865669262781768,0.04841578687752892,4.484704872225474,0.2426647364342296,0.410025679846702,0.10711253306461484,0.0,1.1435896689564171,0.0,0.0,4.222484931531386,0.0,0.9741451151899172,0.14357735259123422,0.04421501067492361,2.3065622136578585,0.11752443149391532,0.31188809153356833,0.05929724209403644,0.6483086224810315,0.9716361954364426,1.5345292682482274,0.31777090072849834,384.2461287693562,0.772509305929546,0.1204470389538758,0.02263533496918242,0.04735010828950784,0.12233241921978864,0.06963503602199278,0.0,0.22570351555893015,0.0,0.7076355962603245,0.019789670062542484,0.10117953008935913,0.05034011905795312,0.13162494776718545,1.2646608736237726,0.37035771447648785,1.4529580267816202,0.0,1.3183047572692033,0.044734399996432396,0.11179695338066807,0.10882076713943815,0.23096542341875367,0.0,0.0,0.0,0.33944004308247006,0.0,0.0,0.0,0.4674527113982435,0.09777752780532245,0.20044138172632037,0.07447248944778063,0.1581910781265361,0.8971863345505167,0.11587639588943191,0.2121734559742441,0.0,0.0,0.0,0.0,0.37402283786764073,0.0,0.0326753798009572,0.2705414304350727,0.0712670704873359,0.0,0.0,0.9672942584699689,1.2931230583277782,3.9703962789026472,3.809118596456288,1.7230768106249155,0.0,0.0,0.0,0.0,3.3604471496636776,0.0,5.312629273067407,5.565796929599044,1.0933832932461354,1.079343058340888,1.6872085667218435,4.9912383737050385,2.7667023248958302,0.8490313736424336,0.22459331221368958,0.7961848477608304,0.0,0.0,0.0,0.0,0.0,0.12424650722777247,0.16010255365389836,1.6611110373428706,1.685635243304051,0.0,3.6045603074048422,2.716084901903973,0.0,4.524161417417122,1.7572231498598605,2.519646746028565,0.4948436944872584,0.0,2.4951047322685462,2.0244467549115917,0.0,0.0,3.0888412286632274,2.8278952059527023,4.784802654011714,0.0,0.0,0.0,0.9784123043560741,0.0,6.559410950404942,1.783357617923299,2.90122711411446,3.3901854378055734,0.23821830673859648
20 pc Spicy Wings,0.0,1.013710625233464,0.1569696043966619,1.127172904476544,0.1197224091696018,1.2426540809002151,0.4657021011235881,0.5845029301390872,0.8463115342638866,2.988028113968468,1.037812684352795,1.5624212940256366,10.053155194892227,1.842336770927131,0.9889811082473217,0.07198673089016212,1.6065574887721237,0.043486874982820896,1.5002795380132536,0.3949453826564804,0.4662647420539898,1.7443806364860326,1.8170011214866828,2.098402516585721,0.772509305929546,284.36067551266586,0.08595316977216422,0.10888306034180602,0.07008272963959726,0.09053189287254565,0.08588881101626974,0.0,0.2401077696241167,0.0,1.5710534558710822,0.1464531071576576,0.09983697902665352,0.2607788194142095,1.2906667639095049,0.7799250562607402,4.659403839725609,3.0444081433018897,0.0,1.222449993936725,0.3310561447263122,0.12410270970875731,0.4831957103018962,0.4013034831090309,0.0,0.0,0.7613404966871911,0.502404020340399,0.7180825139208734,1.3889319871996055,0.7664708234842745,1.7296878072546589,0.11577614148818398,0.0741681469777428,0.2676928584165529,0.07804602045084832,1.4668909738109934,1.2863118614867277,0.7850929749107285,0.3268513511639838,2.343631941038455,0.0,1.225692566864939,0.32292743812275493,0.0,0.12816119564752998,0.057203917825923524,0.2493214258895701,0.0,2.187389811635891,0.36814856096101556,0.8705800203827907,5.969848526426313,3.1627036956248467,0.0,0.0,0.0,0.0,0.9672131820158703,5.75094014428458,0.0,2.3438396545845896,2.1357561465543573,1.9650940990712684,0.9414027178890424,1.988536192396265,4.866378570629128,3.292047916425046,1.2943478170362412,0.4008591413302378,0.6975766208065494,0.0,0.0,0.0,0.0,0.0,0.1532473505915529,0.1184836147969441,1.5366278971801133,1.16008127556205,0.0,5.068342246473407,3.5077061844251225,0.16658504716617797,3.0825262513463993,1.73390655800406,0.9323300836480848,1.5563848949501995,0.0,1.3189270663852777,2.1564831303347374,0.0,0.0,3.160738931390009,2.7077498206442643,3.5495036437706067,0.0,0.0,0.0,1.3732405964699819,0.0,2.658296519492473,1.3419517058125028,4.505281156779457,4.162916888754797,0.0
20pc Spicy Feast Deal,0.0,0.3933250887569185,0.1663914195302086,0.1731878519730113,0.10111136332643007,0.31281502800244837,0.12975391770085565,0.043397009777244346,0.05759898259497101,0.07394972068871934,0.04815840615107066,0.029000886341523865,0.0,0.13827295837088255,0.2641280459874087,0.12134960767843106,0.1304630268329852,0.04843090363196829,0.16836991854414254,0.07086420282896434,0.6439504809031108,2.011905085330872,0.08853145974225575,0.21690843913264696,0.1204470389538758,0.08595316977216422,5.2781613141573445,0.11861910054790885,0.052684050085858886,0.040329790366054205,0.12291477507597297,0.12132470067123267,0.10357124793190278,0.8796935523595572,0.038881482977218,0.1255896030252977,0.06485935082787923,0.061542821559020515,0.11526343539523187,0.052115690430516844,0.06359230498984751,2.3839494883168975,0.19369399318008598,0.3652299123635662,0.0866430811218564,0.038392212061080476,0.022422095642129755,0.12704334545104834,0.8120248175626682,1.1729247364794098,0.10901537998259575,0.0512895534061226,0.026657380374532042,0.08593554728357772,0.056907399613556266,0.032105604100713774,0.11429882636133898,0.06952194740869741,0.09901028020991778,0.19918956516992858,0.23845733130858546,0.07481109220910591,0.020401507012203977,0.024267408340953305,0.0435013295122858,0.05469597216743361,0.045501390639287445,0.10361088887297837,1.319540328539336,0.11620527779542807,0.08175787994168487,0.09620443077837879,0.1545407591983006,0.4060124087813341,0.9516128765874664,1.091429369876935,0.4865223320578034,0.4434035523566079,1.3964642041940953,0.8120248175626682,1.7593871047191143,0.494827623202251,1.1489874969594216,0.780400456670982,0.0,0.9402733529607604,0.7786986917345867,0.9869732538668203,1.0193078380570713,0.9120257596832293,0.7792089692652905,0.8129992932014206,0.8780802203922187,0.29181465705667997,0.6691512295534223,0.0,1.72555273732067,5.278161314157344,0.2262069134638862,2.639080657078672,0.20831229287016875,0.14075096837752915,1.0677256426223565,0.8823063250980279,0.11424591589085159,0.7625111091747008,0.5742698034114366,0.1607875737177398,0.6676704173957415,1.5609196569306778,1.4363520953280642,1.9967287650144492,0.0,1.5570086251410344,1.1283560309182858,0.4393954198163309,0.7037548418876458,0.7600657056784325,0.45720131434911976,0.558908165240256,0.9267000780581596,0.0,0.5460166876714494,0.9129842645438554,0.0,0.9010274022271039,0.9067979948854564,0.8238348084109928,0.6878409032370265,0.09162338301079084
24 pc Family Grilled Wings,0.0,0.08637421397459023,0.03774486653163141,0.018348528522695546,0.02046328945866688,0.2667322660626862,0.113954953040969,0.21408188083648638,0.20664848219633056,0.07296030474742599,0.0,0.0,0.0,0.7510595427295593,0.026343805818664745,0.03355683720835193,0.0,0.05096844656464932,0.1454053865635999,0.27002068340320523,0.9984184513170284,1.0456538997788907,0.5324004346425589,0.02252697853568066,0.02263533496918242,0.10888306034180602,0.11861910054790885,41.66033401078024,0.061604930145331235,0.6366431176432511,0.09563203409506157,0.0,0.23018026611191403,0.0,0.3068901216263738,0.016092112640324046,0.018283302910023808,0.07095301220229831,0.0,0.0,0.020077269402785657,1.087534004017179,0.0,0.8644794838546495,0.019400586302243547,0.0,0.05899225999827279,0.2732789001857056,3.2046410777523264,0.0,0.035852266790688675,0.0,0.12273667427418422,0.0,0.0,0.050681671545961364,0.05406578030815289,0.005433011738495076,0.11073433743209302,0.2000976657578302,0.6266242680813492,0.025126860078878314,0.0,0.04788544139170143,0.057225733531291546,0.0,0.0,0.41227780250772145,0.0,0.041803813200153646,0.025142024146517953,0.10677093764144123,0.3753183244214436,0.32046410777523265,0.759095033521769,0.9551236921773217,0.7721203449595156,0.4667103479702163,3.7363528260789454,3.2046410777523264,0.0,2.603770875673765,0.9919127145423867,0.6945286621092087,0.0,0.254769391717082,0.26819957517669685,2.387848412813014,2.2067271626898046,0.7655907860169405,0.6356422096490182,0.5881735706731644,0.7106475872532945,0.23061471834604752,1.7760734960653688,0.0,2.403480808314245,0.0,0.595147628725432,0.0,0.11824479087616142,0.017358472504491764,1.4002716897519822,0.8668569431780199,0.0,0.39080988753077156,0.34933474811534365,0.1220279262178683,1.065790873762331,0.508052853790003,0.1365912590517385,1.0663221358200352,0.0,0.6183351986757735,0.8413877628105214,0.026719044388648177,2.777355600718683,1.0000340691087926,0.3482813276828196,0.5333334818088521,0.3180178168761851,0.0,0.0,0.6364824056436704,0.0,0.2370592099245048,0.3932059606321692,0.7064569574795015,0.5744938550601026,0.0
24 pc Family Mixed Wings,0.0,0.0831923385832631,0.037648484076299754,0.23029607832681573,0.04892168931686994,0.14761068837012686,0.0880634303151153,0.17913232128846698,1.7291244902150633,0.0,0.0,0.0,0.0,0.29458436385410436,0.020039176639208803,0.008022449996026805,0.0,0.10661920698191062,0.0565895287706748,0.10758996828004838,1.190799356632032,1.2814063466329901,0.5568554268807615,0.022175736965384187,0.04735010828950784,0.07008272963959726,0.052684050085858886,0.061604930145331235,174.29574861367837,0.33294316831648213,0.026322301047130358,0.0,0.1663676883863445,0.0,0.0,0.01795336426376313,0.15298494568039886,0.06850350397498169,0.0,0.0,0.0,1.1593247971570406,1.5990435652631043,0.88617630123522,0.0,0.10142318802076135,0.09872316545662894,0.20497879697928936,0.0,0.0,0.03333252029330242,0.11547863203203074,0.07335679655457844,0.056755372391298714,0.0,0.0,0.04139549901761747,0.2273027498874262,0.0699750354375595,0.16743107455684764,0.4353607969281714,0.0,0.09624282087999911,0.0,0.0,0.0,0.0,0.22621122467706475,43.5739371534196,0.031125564189695528,0.08765628073510279,0.06759294223569505,0.0,0.0,0.8232141567224801,1.2057197314648345,0.6003297885660563,0.4963422978548185,6.252762282105054,0.0,0.0,10.8934842883549,0.5928426823594503,0.5239828463379236,0.0,0.324400489310223,0.0,2.4798175615767253,2.500430583041333,0.7369799095715788,0.8624944261295426,0.8612665821655715,0.7355875993815891,0.19776030890169635,1.4985773036782313,0.0,10.055523958481446,0.0,0.0,0.0,0.037572511243001074,0.0,1.4975560795209457,1.0948524424729216,0.0,0.6540178184378177,0.3382038088137903,0.15315970879936588,1.095852326929668,0.7970842162210903,0.5714614708645193,0.869795268355446,0.0,0.7275796556229617,0.8487299964424349,0.06707122188828056,0.0,0.8497485325043493,0.3746377401112841,0.5325940331710847,2.661003795628677,0.0,0.0,0.8723204557888901,0.0,0.4250539865934441,0.346688111517067,0.6903656338207338,0.649294665118598,0.0
24 pc Family Spicy Wings,0.0,0.2552334193819727,0.15400699133249168,0.09916442086501695,0.0,0.2059359431731082,0.14906366304532986,0.6942019041336722,0.8934635618016705,0.7886263312575166,0.0,0.0,2.27427088458607,0.6342332889409042,0.23297696049739172,0.18653920262967774,0.0,0.41318761444995444,0.14620312829481885,0.48644127253646513,0.7758170801129499,1.5604128775909674,0.719338075316361,0.10026207723007392,0.12233241921978864,0.09053189287254565,0.040329790366054205,0.6366431176432511,0.33294316831648213,450.30563514804203,0.027202225150902624,0.0,0.16531650763539116,0.0,0.8292921457606667,0.18553524482704586,0.19762381951551042,0.11798916157422822,0.11569040896155913,0.0,0.21701476392676722,1.6822351745849407,0.0,0.7259391439638574,0.31455076673709204,0.1965255899685956,0.38258762544438574,0.14122066751454382,0.0,0.0,0.5167018188732554,0.0994491243701506,0.7580902948620236,0.0,0.0,0.0,0.0802111925806986,0.0587253045315652,0.10597773621171074,0.43257025470513166,0.36677804774221495,0.5431913572352739,0.0,0.5175926840782092,0.0,0.0,0.0,0.1461082528059838,0.0,0.09956160137632629,0.18117305779442444,0.11388993942167382,0.0,0.0,0.37786375521892757,0.8103375612049648,0.8862830280099236,0.5201929535869169,4.038615561865847,0.0,0.0,0.0,3.06330364046287,0.8614756616661093,75.05093919134032,0.23946058768840306,0.24158027636697532,1.8305107119839106,1.1293780977830106,0.6957071936748087,1.114158272531238,1.398662145031332,0.945246820139735,0.22449867488341244,0.8794403525410113,0.0,0.0,0.0,0.0,0.0,0.04853564608993213,0.0,1.4600166495843139,0.8993199391014768,0.0,1.267276646758092,0.24964969377576823,0.0,1.224105575683447,2.745766067975866,1.4764119185181703,4.4218679562186995,0.0,1.8797545066476709,0.7908297256531431,0.17328333830735326,0.0,0.9831756827447635,0.33304210477485857,0.37322742650150775,3.437447596549939,0.0,0.0,0.909388849627269,0.0,0.1830262708906823,0.3336898232376287,1.114755873618126,0.7357454335468956,0.2791727434271804
25 pc Game Day Pack,0.0,0.3364517988236218,0.10842787293947917,0.06585502360635279,0.04196865654290197,0.27135301198885,0.08931706103000346,0.04390657204469946,0.04238203829314739,0.0,0.15591640364778311,0.0,0.0,0.19254577847658624,0.17682267317199651,0.11404876584601717,0.12068105819065698,0.07839931720353432,0.13697104193830817,0.11207694570854533,0.7664843141231646,0.5341387149643885,0.3071005202838923,0.15898622946469773,0.06963503602199278,0.08588881101626974,0.12291477507597297,0.09563203409506157,0.026322301047130358,0.027202225150902624,42.721094599492574,0.07821193071510033,0.07763479506130483,0.0,0.07867604898617417,0.09901111204270419,0.03374790234314344,0.016790683060196217,0.1390255711895793,0.02343450060312264,0.06176543797516999,0.2335549590860642,0.0,0.46443650296240685,0.034815491262174515,0.024859525516143482,0.03629659694094526,0.11834716776986758,0.0,0.0,0.0939553619992665,0.08491383643892075,0.0,0.06955567339546169,0.0,0.05197213454926104,0.07863400620972982,0.03899943429791967,0.06919688883546019,0.0,0.3479672127456498,0.03864996495732139,0.0,0.04910470643619836,0.05868282225205024,0.0,0.0,0.1455455851053446,0.0,0.07629091258891484,0.02578219348189051,0.0619480362776752,0.0,0.0,1.1911923524145256,1.464671896455996,0.6796697025013579,0.5176158199062717,0.0,0.0,0.0,0.0,0.2906196911530107,0.8172934195038207,0.0,0.0,0.0,1.4240364866497524,0.9000230603825683,0.5870763528471495,0.8544218919898514,0.6936221768942038,0.6098023976682547,0.27247375915714117,0.6277875382353327,0.0,0.8215595115287033,0.0,1.8309040542639674,0.0,0.13967411962397197,0.0,0.40861547886359106,0.28658661371023797,0.0,0.8816736221283646,0.7075773811003966,0.0,1.072266558357565,0.0,0.14006916262128713,0.26133316078247226,0.0,0.01981497894225073,1.9302418410882731,1.0356961107368003,0.0,0.8824044474402075,0.49538245528912705,0.5191836722978845,0.65223045190065,0.0,0.0,0.5739158375381829,0.0,0.011575963852998934,0.989716466150491,1.0681595629530263,0.7119717092262339,0.05297097904462811
3 Strips Lunch,0.0,0.2059924209529638,0.22960074033275663,0.3167976463964791,0.08075661285728225,0.38986517042264585,0.2757001103742448,0.0,0.28543216513619274,0.0,0.0,0.0,0.0,0.3241866168532759,0.09923794859266442,0.09270042148582235,0.10159449945525507,0.08799988452585482,0.2101818670548329,0.17760223608474215,0.731578897909489,0.3233516712233564,0.0,0.08236396202536789,0.0,0.0,0.12132470067123267,0.0,0.0,0.0,0.07821193071510033,287.71562245728234,0.12147030574759522,0.0,0.0,0.03704524791508284,0.0,0.1507745958114934,0.0,0.0,0.13865813130471438,0.09175441262874608,0.0,0.36868321330091575,0.03349620146193403,0.041855633176794055,0.16296551824258418,0.3909996960009064,0.0,0.0,0.0,0.06354143605505351,0.1210924336941424,0.09368792655723944,0.0,0.0,0.30261707283409683,0.26265119420983,0.2907666810557578,0.2369004713522292,0.2187238658993241,0.08676586925732278,0.0,0.0,0.0,1.4907545205040535,0.0,0.09335354395109745,0.0,0.1932865697871959,0.14469705414266865,0.2716678164431074,0.6480081586875727,0.0,1.05539415574117,0.8001626369491365,0.3775176282857567,1.406771170706966,0.0,0.0,0.0,0.0,0.0,0.3931615502285903,0.0,0.07649976667303439,0.1543538747088425,0.23391514020917265,0.31750319492677626,1.590881633362758,0.1779684262622365,0.4874470520241972,0.9091043156062351,0.6479524582149253,1.0621364108147466,0.0,0.0,0.0,0.0,0.0,0.13438134233727952,0.0,0.39646312570104564,0.8987429828909372,15.569027189246881,1.0796083394269507,2.432522934150273,0.3371009050466108,0.11036088383505377,0.0,0.0,0.09263220298045151,0.0,0.0,0.20670875725357557,0.11071663255154528,0.0,0.4497229677411931,2.0490725315823886,0.3160415660948168,0.0,0.0,0.0,0.7326150716710149,0.0,0.2338834486849606,0.4376329670762095,0.28490221310289127,0.4136817001542521,12.66448183165967
3 pc Crispy Strips Combo,0.45549048287961724,0.4685825306774339,0.5452308317002091,0.42309157823964444,0.5046480411329926,0.43580160413321606,0.6147300255292749,0.026683409582875833,0.15454141383415584,0.0,0.047377659715580625,0.0,0.0,0.26328632982224637,0.3171583727906277,0.3256423605508448,0.35754072861630976,0.230287740694298,0.2908188423970024,0.3245369690517273,1.9431651985996814,0.5215691303139912,0.12442311912526287,0.1816804178030599,0.22570351555893015,0.2401077696241167,0.10357124793190278,0.23018026611191403,0.1663676883863445,0.16531650763539116,0.07763479506130483,0.12147030574759522,25.962957524138183,0.0,0.09562783618467102,0.1865337509137732,0.18458698845389213,0.11564791770217454,0.14007590340161905,0.07120942820663244,0.07507361211798994,0.3371044598806096,0.9527690834546122,0.7147540389829709,0.16019986597349364,0.12086334605359644,0.1176458001660184,1.530066621809837,0.0,0.0,0.10675149871275023,0.09747576808974141,0.08741736540113866,0.05917964919210918,0.20994305275583441,0.0,0.9330843896192638,0.9108027613449623,1.006399771126989,0.602132540356711,0.4469079895282257,0.0782960118339511,0.08601752906948046,0.059684959825605025,0.0,0.0,0.0,0.5559880585960806,0.0,0.7210767402851763,0.611077455305606,0.7551443604427457,0.5847512955886979,0.19971505787798602,0.6037897098636787,0.536382118099001,0.34066534392833436,0.5021983563221528,0.11642581849389319,0.0,0.0,1.6226848452586364,0.52985627600282,0.5037906488695849,0.0,0.8283847122830582,0.5989308870911706,0.4116078631875566,1.002782769541854,1.6382545973923588,0.3104848528659824,0.4875156502485357,0.6390775942260852,0.7931402554692973,1.3962502224379933,0.0,0.4992876446949651,0.0,0.37089939320197407,0.0,0.06063169342946385,0.08654319174712728,0.6102989123774072,1.2244922101460092,0.11239375551574972,0.4871098972633806,0.9787837070776972,0.6007831413025531,0.2667219544856596,0.4749321498317961,0.6809956071905097,0.1838973166551964,0.0,0.40943439509308827,0.5181399681515563,0.1765054834247465,0.0,0.602935820434024,0.9015499200361914,0.4187113809676672,1.1891430927086193,0.0,0.22381859934601883,0.9414963084967136,0.0,0.5592887476409661,0.8890591539076962,0.32457713948978295,0.5378901728744399,0.2253449506124827
3 pc Grilled Wings,0.0,10.548528556299688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8796935523595572,0.0,0.0,0.0,0.0,0.0,0.0,235734.99999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9995504436188436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0046345507887238,0.0,0.0,0.0,0.0,0.0,5.509243029750636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.336451836451833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5566744808003432,2.354030816548666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30 pc Crispy Strips,0.0,0.46623330635578736,0.07814544922221518,0.5736196057771975,0.0,0.26472060466819436,0.2722936700351155,16.062528035976907,18.088934929404545,18.247331907770604,23.766483848852687,0.0,26.311178079133878,8.804980157186213,0.2246103845679274,0.05994676032942682,0.0,0.0,0.10571455478223435,0.4019763317645454,0.9284974085101071,0.36592928538996783,37.44929659506116,0.8285271891072408,0.7076355962603245,1.5710534558710822,0.038881482977218,0.3068901216263738,0.0,0.8292921457606667,0.07867604898617417,0.0,0.09562783618467102,0.0,2604.806629834254,0.6036942721012616,0.4572643956524628,0.0,1.1153578101542578,0.0,3.7659854889169946,0.7120200354900013,0.0,1.184394548949107,0.9097642341815895,0.0,0.0,0.06807460353946933,0.0,0.0,2.739804257809982,1.7257994455615644,0.0,12.7229239490439,0.0,3.1688645131803583,0.0,0.0,0.07212134534524613,0.0,1.1315406732555406,4.713160367613248,4.314975090835319,0.0,17.890155424685812,13.496407408467638,11.227614783768336,0.42258381405487583,0.0,0.04430131603952981,0.0,0.2195999384428959,0.0,0.0,0.4996032855112451,0.4261292951188338,5.981186291238242,0.48984892160330384,0.0,0.0,0.0,0.0,0.0,4.983232142344844,0.0,1.3851670459102654,1.397428449481896,7.412051385707229,1.8292181389285491,1.4826513586631793,10.741470638491771,0.3677547126689615,1.2086735582676567,0.17911991815807418,1.2407681567314905,0.0,0.0,0.0,0.0,0.0,0.04679265327454783,0.0,5.489581938533728,1.3783457176850655,0.0,9.774133695438103,0.9025663998039688,0.0,9.470128503116431,11.912225441315188,8.540349606013947,2.935229621513165,0.0,4.832665361473571,3.5349016290558253,0.0,0.0,3.4898786257548626,0.4214201633105902,2.6271504140487876,0.0,0.0,0.0,0.6861374913954486,0.0,3.1761630766167572,1.8286474000396482,7.093173147215446,3.5749911264962635,0.0
